3.195000000000000000e+06	0.000000000000000000e+00
3.200000000000000000e+06	0.000000000000000000e+00
3.205000000000000000e+06	0.000000000000000000e+00
3.210000000000000000e+06	0.000000000000000000e+00
3.215000000000000000e+06	0.000000000000000000e+00
3.220000000000000000e+06	0.000000000000000000e+00
3.225000000000000000e+06	0.000000000000000000e+00
3.230000000000000000e+06	0.000000000000000000e+00
3.235000000000000000e+06	0.000000000000000000e+00
3.240000000000000000e+06	0.000000000000000000e+00
3.245000000000000000e+06	0.000000000000000000e+00
3.325000000000000000e+06	0.000000000000000000e+00
3.330000000000000000e+06	0.000000000000000000e+00
3.335000000000000000e+06	0.000000000000000000e+00
3.340000000000000000e+06	0.000000000000000000e+00
3.345000000000000000e+06	0.000000000000000000e+00
3.350000000000000000e+06	0.000000000000000000e+00
3.355000000000000000e+06	0.000000000000000000e+00
3.360000000000000000e+06	0.000000000000000000e+00
3.365000000000000000e+06	0.000000000000000000e+00
3.370000000000000000e+06	0.000000000000000000e+00
3.375000000000000000e+06	0.000000000000000000e+00
3.380000000000000000e+06	0.000000000000000000e+00
3.385000000000000000e+06	0.000000000000000000e+00
3.390000000000000000e+06	0.000000000000000000e+00
3.395000000000000000e+06	0.000000000000000000e+00
3.400000000000000000e+06	0.000000000000000000e+00
3.405000000000000000e+06	0.000000000000000000e+00
3.410000000000000000e+06	0.000000000000000000e+00
3.415000000000000000e+06	0.000000000000000000e+00
3.420000000000000000e+06	0.000000000000000000e+00
3.425000000000000000e+06	0.000000000000000000e+00
3.430000000000000000e+06	0.000000000000000000e+00
3.435000000000000000e+06	0.000000000000000000e+00
3.440000000000000000e+06	0.000000000000000000e+00
3.445000000000000000e+06	0.000000000000000000e+00
3.450000000000000000e+06	0.000000000000000000e+00
3.455000000000000000e+06	0.000000000000000000e+00
3.460000000000000000e+06	0.000000000000000000e+00
3.465000000000000000e+06	0.000000000000000000e+00
3.470000000000000000e+06	0.000000000000000000e+00
3.475000000000000000e+06	0.000000000000000000e+00
3.480000000000000000e+06	0.000000000000000000e+00
3.485000000000000000e+06	0.000000000000000000e+00
3.490000000000000000e+06	0.000000000000000000e+00
3.495000000000000000e+06	0.000000000000000000e+00
3.500000000000000000e+06	0.000000000000000000e+00
3.505000000000000000e+06	0.000000000000000000e+00
3.510000000000000000e+06	0.000000000000000000e+00
3.515000000000000000e+06	0.000000000000000000e+00
3.520000000000000000e+06	0.000000000000000000e+00
3.525000000000000000e+06	0.000000000000000000e+00
3.530000000000000000e+06	0.000000000000000000e+00
3.535000000000000000e+06	0.000000000000000000e+00
3.540000000000000000e+06	0.000000000000000000e+00
3.545000000000000000e+06	0.000000000000000000e+00
3.550000000000000000e+06	0.000000000000000000e+00
3.555000000000000000e+06	0.000000000000000000e+00
3.560000000000000000e+06	0.000000000000000000e+00
3.565000000000000000e+06	0.000000000000000000e+00
3.570000000000000000e+06	0.000000000000000000e+00
3.575000000000000000e+06	0.000000000000000000e+00
3.580000000000000000e+06	0.000000000000000000e+00
3.585000000000000000e+06	0.000000000000000000e+00
3.590000000000000000e+06	0.000000000000000000e+00
3.595000000000000000e+06	0.000000000000000000e+00
3.600000000000000000e+06	0.000000000000000000e+00
3.605000000000000000e+06	0.000000000000000000e+00
3.610000000000000000e+06	0.000000000000000000e+00
3.615000000000000000e+06	0.000000000000000000e+00
3.620000000000000000e+06	0.000000000000000000e+00
3.625000000000000000e+06	0.000000000000000000e+00
3.630000000000000000e+06	0.000000000000000000e+00
3.635000000000000000e+06	0.000000000000000000e+00
3.640000000000000000e+06	0.000000000000000000e+00
3.645000000000000000e+06	0.000000000000000000e+00
3.650000000000000000e+06	0.000000000000000000e+00
3.655000000000000000e+06	0.000000000000000000e+00
3.660000000000000000e+06	0.000000000000000000e+00
3.665000000000000000e+06	0.000000000000000000e+00
3.670000000000000000e+06	0.000000000000000000e+00
3.675000000000000000e+06	0.000000000000000000e+00
3.680000000000000000e+06	0.000000000000000000e+00
3.685000000000000000e+06	0.000000000000000000e+00
3.690000000000000000e+06	0.000000000000000000e+00
3.695000000000000000e+06	0.000000000000000000e+00
3.700000000000000000e+06	0.000000000000000000e+00
3.705000000000000000e+06	0.000000000000000000e+00
3.710000000000000000e+06	0.000000000000000000e+00
3.715000000000000000e+06	0.000000000000000000e+00
3.720000000000000000e+06	0.000000000000000000e+00
3.725000000000000000e+06	0.000000000000000000e+00
3.730000000000000000e+06	0.000000000000000000e+00
3.735000000000000000e+06	0.000000000000000000e+00
3.740000000000000000e+06	0.000000000000000000e+00
3.745000000000000000e+06	0.000000000000000000e+00
3.750000000000000000e+06	0.000000000000000000e+00
3.755000000000000000e+06	0.000000000000000000e+00
3.760000000000000000e+06	0.000000000000000000e+00
3.765000000000000000e+06	0.000000000000000000e+00
3.770000000000000000e+06	0.000000000000000000e+00
3.775000000000000000e+06	0.000000000000000000e+00
3.780000000000000000e+06	0.000000000000000000e+00
3.785000000000000000e+06	0.000000000000000000e+00
3.790000000000000000e+06	0.000000000000000000e+00
3.795000000000000000e+06	0.000000000000000000e+00
3.800000000000000000e+06	0.000000000000000000e+00
3.805000000000000000e+06	0.000000000000000000e+00
3.810000000000000000e+06	0.000000000000000000e+00
3.815000000000000000e+06	0.000000000000000000e+00
3.820000000000000000e+06	0.000000000000000000e+00
3.825000000000000000e+06	0.000000000000000000e+00
3.830000000000000000e+06	0.000000000000000000e+00
3.835000000000000000e+06	0.000000000000000000e+00
3.840000000000000000e+06	0.000000000000000000e+00
3.845000000000000000e+06	0.000000000000000000e+00
3.850000000000000000e+06	0.000000000000000000e+00
3.855000000000000000e+06	0.000000000000000000e+00
3.860000000000000000e+06	0.000000000000000000e+00
3.865000000000000000e+06	0.000000000000000000e+00
3.870000000000000000e+06	0.000000000000000000e+00
3.875000000000000000e+06	0.000000000000000000e+00
3.880000000000000000e+06	0.000000000000000000e+00
3.885000000000000000e+06	0.000000000000000000e+00
3.890000000000000000e+06	0.000000000000000000e+00
3.895000000000000000e+06	0.000000000000000000e+00
3.900000000000000000e+06	0.000000000000000000e+00
3.905000000000000000e+06	0.000000000000000000e+00
3.915000000000000000e+06	0.000000000000000000e+00
3.985000000000000000e+06	0.000000000000000000e+00
3.990000000000000000e+06	0.000000000000000000e+00
3.995000000000000000e+06	0.000000000000000000e+00
4.000000000000000000e+06	0.000000000000000000e+00
4.005000000000000000e+06	0.000000000000000000e+00
4.010000000000000000e+06	0.000000000000000000e+00
4.015000000000000000e+06	0.000000000000000000e+00
4.020000000000000000e+06	0.000000000000000000e+00
4.025000000000000000e+06	0.000000000000000000e+00
4.030000000000000000e+06	0.000000000000000000e+00
4.035000000000000000e+06	0.000000000000000000e+00
4.040000000000000000e+06	0.000000000000000000e+00
4.050000000000000000e+06	0.000000000000000000e+00
4.055000000000000000e+06	0.000000000000000000e+00
4.065000000000000000e+06	0.000000000000000000e+00
4.070000000000000000e+06	0.000000000000000000e+00
4.075000000000000000e+06	0.000000000000000000e+00
4.085000000000000000e+06	0.000000000000000000e+00
4.095000000000000000e+06	0.000000000000000000e+00
4.100000000000000000e+06	0.000000000000000000e+00
4.105000000000000000e+06	0.000000000000000000e+00
4.110000000000000000e+06	0.000000000000000000e+00
4.115000000000000000e+06	0.000000000000000000e+00
4.120000000000000000e+06	0.000000000000000000e+00
4.125000000000000000e+06	0.000000000000000000e+00
4.130000000000000000e+06	0.000000000000000000e+00
4.135000000000000000e+06	0.000000000000000000e+00
4.140000000000000000e+06	0.000000000000000000e+00
4.145000000000000000e+06	0.000000000000000000e+00
4.150000000000000000e+06	0.000000000000000000e+00
4.155000000000000000e+06	0.000000000000000000e+00
4.160000000000000000e+06	0.000000000000000000e+00
4.165000000000000000e+06	0.000000000000000000e+00
4.170000000000000000e+06	0.000000000000000000e+00
4.175000000000000000e+06	0.000000000000000000e+00
4.180000000000000000e+06	0.000000000000000000e+00
4.185000000000000000e+06	0.000000000000000000e+00
4.190000000000000000e+06	0.000000000000000000e+00
4.195000000000000000e+06	0.000000000000000000e+00
4.200000000000000000e+06	0.000000000000000000e+00
4.205000000000000000e+06	0.000000000000000000e+00
4.210000000000000000e+06	0.000000000000000000e+00
4.215000000000000000e+06	0.000000000000000000e+00
4.220000000000000000e+06	0.000000000000000000e+00
4.225000000000000000e+06	0.000000000000000000e+00
4.230000000000000000e+06	0.000000000000000000e+00
4.235000000000000000e+06	0.000000000000000000e+00
4.240000000000000000e+06	0.000000000000000000e+00
4.245000000000000000e+06	0.000000000000000000e+00
4.250000000000000000e+06	0.000000000000000000e+00
4.255000000000000000e+06	0.000000000000000000e+00
4.260000000000000000e+06	0.000000000000000000e+00
4.265000000000000000e+06	0.000000000000000000e+00
4.270000000000000000e+06	0.000000000000000000e+00
4.275000000000000000e+06	0.000000000000000000e+00
4.280000000000000000e+06	0.000000000000000000e+00
4.285000000000000000e+06	0.000000000000000000e+00
4.290000000000000000e+06	0.000000000000000000e+00
4.295000000000000000e+06	0.000000000000000000e+00
4.300000000000000000e+06	0.000000000000000000e+00
4.305000000000000000e+06	0.000000000000000000e+00
4.310000000000000000e+06	0.000000000000000000e+00
4.315000000000000000e+06	0.000000000000000000e+00
4.320000000000000000e+06	0.000000000000000000e+00
4.325000000000000000e+06	0.000000000000000000e+00
4.330000000000000000e+06	0.000000000000000000e+00
4.335000000000000000e+06	0.000000000000000000e+00
4.340000000000000000e+06	0.000000000000000000e+00
4.345000000000000000e+06	0.000000000000000000e+00
4.350000000000000000e+06	0.000000000000000000e+00
4.355000000000000000e+06	0.000000000000000000e+00
4.360000000000000000e+06	0.000000000000000000e+00
4.365000000000000000e+06	0.000000000000000000e+00
4.370000000000000000e+06	0.000000000000000000e+00
4.375000000000000000e+06	0.000000000000000000e+00
4.380000000000000000e+06	0.000000000000000000e+00
4.385000000000000000e+06	0.000000000000000000e+00
4.390000000000000000e+06	0.000000000000000000e+00
4.395000000000000000e+06	0.000000000000000000e+00
4.400000000000000000e+06	0.000000000000000000e+00
4.405000000000000000e+06	0.000000000000000000e+00
4.410000000000000000e+06	0.000000000000000000e+00
4.415000000000000000e+06	0.000000000000000000e+00
4.420000000000000000e+06	0.000000000000000000e+00
4.425000000000000000e+06	0.000000000000000000e+00
4.430000000000000000e+06	0.000000000000000000e+00
4.435000000000000000e+06	0.000000000000000000e+00
4.440000000000000000e+06	0.000000000000000000e+00
4.445000000000000000e+06	0.000000000000000000e+00
4.450000000000000000e+06	0.000000000000000000e+00
4.455000000000000000e+06	0.000000000000000000e+00
4.460000000000000000e+06	0.000000000000000000e+00
4.465000000000000000e+06	0.000000000000000000e+00
4.470000000000000000e+06	0.000000000000000000e+00
4.475000000000000000e+06	0.000000000000000000e+00
4.480000000000000000e+06	0.000000000000000000e+00
4.485000000000000000e+06	0.000000000000000000e+00
4.490000000000000000e+06	0.000000000000000000e+00
4.495000000000000000e+06	0.000000000000000000e+00
4.500000000000000000e+06	0.000000000000000000e+00
4.505000000000000000e+06	0.000000000000000000e+00
4.510000000000000000e+06	0.000000000000000000e+00
4.515000000000000000e+06	0.000000000000000000e+00
4.520000000000000000e+06	0.000000000000000000e+00
4.525000000000000000e+06	0.000000000000000000e+00
4.530000000000000000e+06	0.000000000000000000e+00
4.535000000000000000e+06	0.000000000000000000e+00
4.540000000000000000e+06	0.000000000000000000e+00
4.545000000000000000e+06	0.000000000000000000e+00
4.550000000000000000e+06	0.000000000000000000e+00
4.560000000000000000e+06	0.000000000000000000e+00
4.565000000000000000e+06	0.000000000000000000e+00
4.570000000000000000e+06	0.000000000000000000e+00
4.575000000000000000e+06	0.000000000000000000e+00
4.580000000000000000e+06	0.000000000000000000e+00
4.585000000000000000e+06	0.000000000000000000e+00
4.590000000000000000e+06	0.000000000000000000e+00
4.595000000000000000e+06	0.000000000000000000e+00
4.600000000000000000e+06	0.000000000000000000e+00
4.605000000000000000e+06	0.000000000000000000e+00
4.610000000000000000e+06	0.000000000000000000e+00
4.615000000000000000e+06	0.000000000000000000e+00
4.625000000000000000e+06	0.000000000000000000e+00
4.630000000000000000e+06	0.000000000000000000e+00
4.635000000000000000e+06	0.000000000000000000e+00
4.640000000000000000e+06	0.000000000000000000e+00
4.645000000000000000e+06	0.000000000000000000e+00
4.650000000000000000e+06	0.000000000000000000e+00
4.655000000000000000e+06	0.000000000000000000e+00
4.660000000000000000e+06	0.000000000000000000e+00
4.665000000000000000e+06	0.000000000000000000e+00
4.670000000000000000e+06	0.000000000000000000e+00
4.675000000000000000e+06	0.000000000000000000e+00
4.680000000000000000e+06	0.000000000000000000e+00
4.685000000000000000e+06	0.000000000000000000e+00
4.690000000000000000e+06	0.000000000000000000e+00
4.695000000000000000e+06	0.000000000000000000e+00
4.700000000000000000e+06	0.000000000000000000e+00
4.705000000000000000e+06	0.000000000000000000e+00
4.710000000000000000e+06	0.000000000000000000e+00
4.715000000000000000e+06	0.000000000000000000e+00
4.720000000000000000e+06	0.000000000000000000e+00
4.725000000000000000e+06	0.000000000000000000e+00
4.730000000000000000e+06	0.000000000000000000e+00
4.735000000000000000e+06	0.000000000000000000e+00
4.740000000000000000e+06	0.000000000000000000e+00
4.745000000000000000e+06	0.000000000000000000e+00
4.750000000000000000e+06	0.000000000000000000e+00
4.755000000000000000e+06	0.000000000000000000e+00
4.760000000000000000e+06	0.000000000000000000e+00
4.765000000000000000e+06	0.000000000000000000e+00
4.770000000000000000e+06	0.000000000000000000e+00
4.775000000000000000e+06	0.000000000000000000e+00
4.780000000000000000e+06	0.000000000000000000e+00
4.785000000000000000e+06	0.000000000000000000e+00
4.790000000000000000e+06	0.000000000000000000e+00
4.795000000000000000e+06	0.000000000000000000e+00
4.800000000000000000e+06	0.000000000000000000e+00
4.805000000000000000e+06	0.000000000000000000e+00
4.810000000000000000e+06	0.000000000000000000e+00
4.815000000000000000e+06	0.000000000000000000e+00
4.820000000000000000e+06	0.000000000000000000e+00
4.825000000000000000e+06	0.000000000000000000e+00
4.830000000000000000e+06	0.000000000000000000e+00
4.835000000000000000e+06	0.000000000000000000e+00
4.840000000000000000e+06	0.000000000000000000e+00
4.845000000000000000e+06	0.000000000000000000e+00
4.850000000000000000e+06	0.000000000000000000e+00
4.855000000000000000e+06	0.000000000000000000e+00
4.860000000000000000e+06	0.000000000000000000e+00
4.865000000000000000e+06	0.000000000000000000e+00
4.870000000000000000e+06	0.000000000000000000e+00
4.875000000000000000e+06	0.000000000000000000e+00
4.880000000000000000e+06	0.000000000000000000e+00
4.885000000000000000e+06	0.000000000000000000e+00
4.890000000000000000e+06	0.000000000000000000e+00
4.895000000000000000e+06	0.000000000000000000e+00
4.900000000000000000e+06	0.000000000000000000e+00
4.905000000000000000e+06	0.000000000000000000e+00
4.910000000000000000e+06	0.000000000000000000e+00
4.915000000000000000e+06	0.000000000000000000e+00
4.920000000000000000e+06	0.000000000000000000e+00
4.925000000000000000e+06	0.000000000000000000e+00
4.930000000000000000e+06	0.000000000000000000e+00
4.935000000000000000e+06	0.000000000000000000e+00
4.940000000000000000e+06	0.000000000000000000e+00
4.945000000000000000e+06	0.000000000000000000e+00
4.950000000000000000e+06	0.000000000000000000e+00
4.955000000000000000e+06	0.000000000000000000e+00
4.960000000000000000e+06	0.000000000000000000e+00
4.965000000000000000e+06	0.000000000000000000e+00
4.970000000000000000e+06	0.000000000000000000e+00
4.975000000000000000e+06	0.000000000000000000e+00
4.980000000000000000e+06	0.000000000000000000e+00
4.985000000000000000e+06	0.000000000000000000e+00
4.990000000000000000e+06	0.000000000000000000e+00
4.995000000000000000e+06	0.000000000000000000e+00
5.000000000000000000e+06	0.000000000000000000e+00
5.005000000000000000e+06	0.000000000000000000e+00
5.010000000000000000e+06	0.000000000000000000e+00
5.015000000000000000e+06	0.000000000000000000e+00
5.020000000000000000e+06	0.000000000000000000e+00
5.025000000000000000e+06	0.000000000000000000e+00
5.030000000000000000e+06	0.000000000000000000e+00
5.035000000000000000e+06	0.000000000000000000e+00
5.040000000000000000e+06	0.000000000000000000e+00
5.045000000000000000e+06	0.000000000000000000e+00
5.050000000000000000e+06	0.000000000000000000e+00
5.055000000000000000e+06	0.000000000000000000e+00
5.060000000000000000e+06	0.000000000000000000e+00
5.065000000000000000e+06	0.000000000000000000e+00
5.070000000000000000e+06	0.000000000000000000e+00
5.075000000000000000e+06	0.000000000000000000e+00
5.080000000000000000e+06	0.000000000000000000e+00
5.085000000000000000e+06	0.000000000000000000e+00
5.090000000000000000e+06	0.000000000000000000e+00
5.095000000000000000e+06	0.000000000000000000e+00
5.100000000000000000e+06	0.000000000000000000e+00
5.105000000000000000e+06	0.000000000000000000e+00
5.110000000000000000e+06	0.000000000000000000e+00
5.115000000000000000e+06	0.000000000000000000e+00
5.120000000000000000e+06	0.000000000000000000e+00
5.125000000000000000e+06	0.000000000000000000e+00
5.130000000000000000e+06	0.000000000000000000e+00
5.135000000000000000e+06	0.000000000000000000e+00
5.140000000000000000e+06	0.000000000000000000e+00
5.145000000000000000e+06	0.000000000000000000e+00
5.150000000000000000e+06	0.000000000000000000e+00
5.155000000000000000e+06	0.000000000000000000e+00
5.160000000000000000e+06	0.000000000000000000e+00
5.165000000000000000e+06	0.000000000000000000e+00
5.170000000000000000e+06	0.000000000000000000e+00
5.175000000000000000e+06	0.000000000000000000e+00
5.180000000000000000e+06	0.000000000000000000e+00
5.185000000000000000e+06	0.000000000000000000e+00
5.190000000000000000e+06	0.000000000000000000e+00
5.195000000000000000e+06	0.000000000000000000e+00
5.200000000000000000e+06	0.000000000000000000e+00
5.205000000000000000e+06	0.000000000000000000e+00
5.210000000000000000e+06	0.000000000000000000e+00
5.215000000000000000e+06	0.000000000000000000e+00
5.220000000000000000e+06	0.000000000000000000e+00
5.225000000000000000e+06	0.000000000000000000e+00
5.230000000000000000e+06	0.000000000000000000e+00
5.235000000000000000e+06	0.000000000000000000e+00
5.240000000000000000e+06	0.000000000000000000e+00
5.245000000000000000e+06	0.000000000000000000e+00
5.250000000000000000e+06	0.000000000000000000e+00
5.255000000000000000e+06	0.000000000000000000e+00
5.260000000000000000e+06	0.000000000000000000e+00
5.265000000000000000e+06	0.000000000000000000e+00
5.270000000000000000e+06	0.000000000000000000e+00
5.275000000000000000e+06	0.000000000000000000e+00
5.280000000000000000e+06	0.000000000000000000e+00
